	id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	rank	D1|D1	D1|D2	D1|D3	D1|D4	D2|D1	D2|D2	D2|D3	D2|D4	D3|D1	D3|D2	D3|D3	D3|D4	D4|D1	D4|D2	D4|D3	D4|D4
608	CPI-SS0E9F23560	TULP1_TYRO3	simple:O00294	simple:Q06418	ENSG00000112041	ENSG00000092445	True	False	True	curated	False	1.312																
609	CPI-SS0865716E5	EPHB4_EFNB3	simple:P54760	simple:Q15768	ENSG00000196411	ENSG00000108947	False	True	True	curated	False	1.312																
610	CPI-SS0DA366C78	EPHB2_EFNB3	simple:P29323	simple:Q15768	ENSG00000133216	ENSG00000108947	False	True	True	curated	False	1.312																
611	CPI-SS0BD5C2A23	NRG1_ERBB4	simple:Q02297	simple:Q15303	ENSG00000157168	ENSG00000178568	True	True	True	curated	False	1.312																
612	CPI-SS0D5E30C6C	NRG3_ERBB4	simple:P56975	simple:Q15303	ENSG00000185737	ENSG00000178568	True	False	True	curated	False	1.312																
613	CPI-SS0FC42EC80	EREG_ERBB4	simple:O14944	simple:Q15303	ENSG00000124882	ENSG00000178568	True	False	True	curated	False	1.312																
614	CPI-SS0E063192D	NRG2_ERBB4	simple:O14511	simple:Q15303	ENSG00000158458	ENSG00000178568	True	False	True	curated	False	1.312																
615	CPI-SS053613259	NRG2_ERBB3	simple:O14511	simple:P21860	ENSG00000158458	ENSG00000065361	True	False	True	curated	False	1.312																
616	CPI-SS0669CC233	CXCL14_CXCR4	simple:O95715	simple:P61073	ENSG00000145824	ENSG00000121966	True	False	True	curated	False	1.312																
617	CPI-SS0A28DCA72	CXCL12_CXCR4	simple:P48061	simple:P61073	ENSG00000107562	ENSG00000121966	True	False	True	curated	False	1.312																
618	CPI-SS08920B6FF	PODXL_SELL	simple:O00592	simple:P14151	ENSG00000128567	ENSG00000188404	False	False	False	curated	False	1.312																
619	CPI-SS016FD0C8A	RNASET2_TLR8	simple:O00584	simple:Q9NR97	ENSG00000026297	ENSG00000101916	True	False	True	curated	False	1.312																
620	CPI-SS00F282936	CXCR6_CXCL16	simple:O00574	simple:Q9H2A7	ENSG00000172215	ENSG00000161921	True	True	True	curated	False	1.312																
621	CPI-SS0DF5E47DB	SCGB3A1_MARCO	simple:Q96QR1	simple:Q9UEW3	ENSG00000161055	ENSG00000019169	True	False	True	I2D,InnateDB-All	False	1.312																
622	CPI-SS0E0BCE16F	FGFR1_FGF5	simple:P11362	simple:P12034	ENSG00000077782	ENSG00000138675	True	True	False	curated	False	1.312																
623	CPI-SS07D56EB05	CMKLR1_RARRES2	simple:Q99788	simple:Q99969	ENSG00000174600	ENSG00000106538	True	True	False	curated	False	1.312																
624	CPI-SS04CD88411	GPR1_RARRES2	simple:P46091	simple:Q99969	ENSG00000183671	ENSG00000106538	True	True	False	curated	False	1.312																
625	CPI-SS0C85BC9AF	PROS1_AXL	simple:P07225	simple:P30530	ENSG00000184500	ENSG00000167601	True	False	True	guidetopharmacology.org	False	1.312																
626	CPI-SS004C23DCE	EREG_EGFR	simple:O14944	simple:P00533	ENSG00000124882	ENSG00000146648	True	False	True	curated	False	1.312																
627	CPI-SS0708FE6FF	NRG1_LSR	simple:Q02297	simple:Q86X29	ENSG00000157168	ENSG00000105699	True	True	True	InnateDB-All	False	1.312																
628	CPI-SS0E075E5AF	NRG1_NETO2	simple:Q02297	simple:Q8NC67	ENSG00000157168	ENSG00000171208	True	True	True	InnateDB-All	False	1.312																
629	CPI-SS0978D28AB	NRG1_MS4A4A	simple:Q02297	simple:Q96JQ5	ENSG00000157168	ENSG00000110079	True	True	True	IMEx,IntAct	False	1.312																
630	CPI-SS08718E4FB	EPHB6_EFNB3	simple:O15197	simple:Q15768	ENSG00000106123	ENSG00000108947	True	True	True	curated	False	1.312																
631	CPI-SS0FF55B42C	EPHB3_EFNB1	simple:P54753	simple:P98172	ENSG00000182580	ENSG00000090776	False	True	False	curated	False	1.312																
632	CPI-SS0DC4D593E	EPHB6_EFNB1	simple:O15197	simple:P98172	ENSG00000106123	ENSG00000090776	True	True	False	curated	False	1.312																
633	CPI-SS0B9E8C0DE	EPHB2_EFNB2	simple:P29323	simple:P52799	ENSG00000133216	ENSG00000125266	False	True	True	curated	False	1.312																
634	CPI-SS090FC28E1	EPHB6_EFNB2	simple:O15197	simple:P52799	ENSG00000106123	ENSG00000125266	True	True	True	curated	False	1.312																
635	CPI-SS044C72D0D	SEMA4A_PLXND1	simple:Q9H3S1	simple:Q9Y4D7	ENSG00000196189	ENSG00000004399	False	False	True	curated	False	1.312																
636	CPI-SS0F3A089DE	SEMA3E_PLXND1	simple:O15041	simple:Q9Y4D7	ENSG00000170381	ENSG00000004399	True	False	True	curated	False	1.312																
637	CPI-SS0A5B945E3	EPHB3_EFNB3	simple:P54753	simple:Q15768	ENSG00000182580	ENSG00000108947	False	True	True	curated	False	1.312																
638	CPI-SS0822AEF5F	PTPRC_MRC1	simple:P08575	simple:P22897	ENSG00000081237	ENSG00000260314	False	False	True	curated	False	1.312																
639	CPI-SS06A999D25	PLD2_ARF1	simple:O14939	simple:P84077	ENSG00000129219	ENSG00000143761	False	False	False	guidetopharmacology.org	False	1.312																
640	CPI-SS0F94547B2	NCR3_NCR3LG1	simple:O14931	simple:Q68D85	ENSG00000204475	ENSG00000188211	False	True	False	curated	False	1.312																
641	CPI-SS027AFFC0E	NCR3_BAG6	simple:O14931	simple:P46379	ENSG00000204475	ENSG00000204463	False	True	False	curated	False	1.312																
642	CPI-SS0ED2573CA	TNFSF11_TNFRSF11A	simple:O14788	simple:Q9Y6Q6	ENSG00000120659	ENSG00000141655	True	True	True	curated	False	1.312																
643	CPI-SS01E3453DB	RSPO2_LGR4	simple:Q6UXX9	simple:Q9BXB1	ENSG00000147655	ENSG00000205213	True	False	True	curated	False	1.312																
644	CPI-SS0057AB387	RSPO1_LGR4	simple:Q2MKA7	simple:Q9BXB1	ENSG00000169218	ENSG00000205213	True	False	True	curated	False	1.312																
645	CPI-SS02572E1EF	NRG1_LGR4	simple:Q02297	simple:Q9BXB1	ENSG00000157168	ENSG00000205213	True	True	True	InnateDB-All	False	1.312																
646	CPI-SS0CBC7840D	PTPRC_CD22	simple:P08575	simple:P20273	ENSG00000081237	ENSG00000012124	False	False	True	curated	False	1.312																
647	CPI-CS0569B9B91	BMPR1B_BMPR2_BMPR1A	complex:BMPR1B_BMPR2	simple:P36894		ENSG00000107779	False	True	True	curated	False	1.312																
648	CPI-CC0C18A9B16	ACVR_1B2B_receptor_Activin_ligand_ab	complex:ACVR_1B2B_receptor	complex:Activin_ligand_ab			True	True	False	curated	False	1.312																
649	CPI-CS0BDA0D08C	BMR1B_AVR2A_GDF7	complex:BMR1B_AVR2A	simple:Q7Z4P5		ENSG00000143869	True	True	False	curated	False	1.312																
650	CPI-CS0C2B25B68	FZD5_LRP6_WNT4	complex:FZD5_LRP6	simple:P56705		ENSG00000162552	True	False	False	curated	False	1.312																
651	CPI-CS0306D4D86	FZD5_LRP5_WNT4	complex:FZD5_LRP5	simple:P56705		ENSG00000162552	True	False	False	curated	False	1.312																
652	CPI-CS0B3531507	FZD4_LRP6_WNT4	complex:FZD4_LRP6	simple:P56705		ENSG00000162552	True	False	False	curated	False	1.312																
653	CPI-CS0A3B15C33	FZD4_LRP5_WNT4	complex:FZD4_LRP5	simple:P56705		ENSG00000162552	True	False	False	curated	False	1.312																
654	CPI-CS067ECB5FE	FZD3_LRP6_WNT4	complex:FZD3_LRP6	simple:P56705		ENSG00000162552	True	False	False	curated	False	1.312																
655	CPI-CS012C395FB	FZD3_LRP5_WNT4	complex:FZD3_LRP5	simple:P56705		ENSG00000162552	True	False	False	curated	False	1.312																
656	CPI-CS0EFD1729B	FZD6_LRP5_WNT4	complex:FZD6_LRP5	simple:P56705		ENSG00000162552	True	False	False	curated	False	1.312																
657	CPI-CS0AF09AF14	FZD2_LRP6_WNT4	complex:FZD2_LRP6	simple:P56705		ENSG00000162552	True	False	False	curated	False	1.312																
658	CPI-CS04F856260	FZD1_LRP6_WNT4	complex:FZD1_LRP6	simple:P56705		ENSG00000162552	True	False	False	curated	False	1.312																
659	CPI-CS044C72075	FZD1_LRP5_WNT4	complex:FZD1_LRP5	simple:P56705		ENSG00000162552	True	False	False	curated	False	1.312																
660	CPI-CS01FAD232C	FZD10_LRP6_WNT4	complex:FZD10_LRP6	simple:P56705		ENSG00000162552	True	False	False	curated	False	1.312																
661	CPI-CS06BD08CC7	FZD10_LRP5_WNT4	complex:FZD10_LRP5	simple:P56705		ENSG00000162552	True	False	False	curated	False	1.312																
662	CPI-CS05FC0F405	FZD9_LRP6_WNT9B	complex:FZD9_LRP6	simple:O14905		ENSG00000158955	True	False	False	curated	False	1.312																
663	CPI-CS09B942EAA	FZD9_LRP5_WNT9B	complex:FZD9_LRP5	simple:O14905		ENSG00000158955	True	False	False	curated	False	1.312																
664	CPI-CS0639A2C96	FZD2_LRP5_WNT4	complex:FZD2_LRP5	simple:P56705		ENSG00000162552	True	False	False	curated	False	1.312																
665	CPI-CS0580F59AA	FZD8_LRP6_WNT9B	complex:FZD8_LRP6	simple:O14905		ENSG00000158955	True	False	False	curated	False	1.312																
666	CPI-CS0A5EAECEB	FZD6_LRP6_WNT4	complex:FZD6_LRP6	simple:P56705		ENSG00000162552	True	False	False	curated	False	1.312																
667	CPI-CS0BDB8F8B9	FZD7_LRP6_WNT4	complex:FZD7_LRP6	simple:P56705		ENSG00000162552	True	False	False	curated	False	1.312																
668	CPI-CS0AF87C2AB	FZD4_LRP5_WNT7B	complex:FZD4_LRP5	simple:P56706		ENSG00000188064	True	False	False	curated	False	1.312																
669	CPI-CS039773901	FZD3_LRP6_WNT7B	complex:FZD3_LRP6	simple:P56706		ENSG00000188064	True	False	False	curated	False	1.312																
670	CPI-CS0D38CFA9D	FZD3_LRP5_WNT7B	complex:FZD3_LRP5	simple:P56706		ENSG00000188064	True	False	False	curated	False	1.312																
671	CPI-CS0B92EA5EA	FZD2_LRP6_WNT7B	complex:FZD2_LRP6	simple:P56706		ENSG00000188064	True	False	False	curated	False	1.312																
672	CPI-CS057093E9E	FZD2_LRP5_WNT7B	complex:FZD2_LRP5	simple:P56706		ENSG00000188064	True	False	False	curated	False	1.312																
673	CPI-CS064EF7C8D	FZD1_LRP6_WNT7B	complex:FZD1_LRP6	simple:P56706		ENSG00000188064	True	False	False	curated	False	1.312																
674	CPI-CS035CDF184	FZD7_LRP5_WNT4	complex:FZD7_LRP5	simple:P56705		ENSG00000162552	True	False	False	curated	False	1.312																
675	CPI-CS08A2C42C8	FZD1_LRP5_WNT7B	complex:FZD1_LRP5	simple:P56706		ENSG00000188064	True	False	False	curated	False	1.312																
676	CPI-CS07AFD4EEE	FZD10_LRP5_WNT7B	complex:FZD10_LRP5	simple:P56706		ENSG00000188064	True	False	False	curated	False	1.312																
677	CPI-SS0B42AD9EF	NOTCH1_WNT4	simple:P46531	simple:P56705	ENSG00000148400	ENSG00000162552	True	True	False	I2D	False	1.312																
678	CPI-CS000EEBB11	FZD9_LRP6_WNT4	complex:FZD9_LRP6	simple:P56705		ENSG00000162552	True	False	False	curated	False	1.312																
679	CPI-CS02E7B3383	FZD9_LRP5_WNT4	complex:FZD9_LRP5	simple:P56705		ENSG00000162552	True	False	False	curated	False	1.312																
680	CPI-CS0CFE5516F	FZD8_LRP6_WNT4	complex:FZD8_LRP6	simple:P56705		ENSG00000162552	True	False	False	curated	False	1.312																
681	CPI-CS0534F02DF	FZD8_LRP5_WNT4	complex:FZD8_LRP5	simple:P56705		ENSG00000162552	True	False	False	curated	False	1.312																
682	CPI-CS08DE07AC9	FZD10_LRP6_WNT7B	complex:FZD10_LRP6	simple:P56706		ENSG00000188064	True	False	False	curated	False	1.312																
683	CPI-CS07C7FE1E6	FZD8_LRP5_WNT9B	complex:FZD8_LRP5	simple:O14905		ENSG00000158955	True	False	False	curated	False	1.312																
684	CPI-CS05835BB8A	FZD7_LRP6_WNT9B	complex:FZD7_LRP6	simple:O14905		ENSG00000158955	True	False	False	curated	False	1.312																
685	CPI-CS01C2D7CF3	FZD7_LRP5_WNT9B	complex:FZD7_LRP5	simple:O14905		ENSG00000158955	True	False	False	curated	False	1.312																
686	CPI-CS0AACBB208	FZD7_LRP5_WNT9A	complex:FZD7_LRP5	simple:O14904		ENSG00000143816	True	False	False	curated	False	1.312																
687	CPI-CS0EA6AE0F7	FZD6_LRP6_WNT9A	complex:FZD6_LRP6	simple:O14904		ENSG00000143816	True	False	False	curated	False	1.312																
688	CPI-CS0C8354279	FZD6_LRP5_WNT9A	complex:FZD6_LRP5	simple:O14904		ENSG00000143816	True	False	False	curated	False	1.312																
689	CPI-CS0725C2185	FZD5_LRP6_WNT9A	complex:FZD5_LRP6	simple:O14904		ENSG00000143816	True	False	False	curated	False	1.312																
690	CPI-CS0C263D269	FZD5_LRP5_WNT9A	complex:FZD5_LRP5	simple:O14904		ENSG00000143816	True	False	False	curated	False	1.312																
691	CPI-CS04D0A3F59	FZD4_LRP6_WNT9A	complex:FZD4_LRP6	simple:O14904		ENSG00000143816	True	False	False	curated	False	1.312																
692	CPI-CS0E1E8DC79	FZD7_LRP6_WNT9A	complex:FZD7_LRP6	simple:O14904		ENSG00000143816	True	False	False	curated	False	1.312																
693	CPI-CS0BEEA9AA1	FZD4_LRP5_WNT9A	complex:FZD4_LRP5	simple:O14904		ENSG00000143816	True	False	False	curated	False	1.312																
694	CPI-CS09A9BAC7F	FZD3_LRP5_WNT9A	complex:FZD3_LRP5	simple:O14904		ENSG00000143816	True	False	False	curated	False	1.312																
695	CPI-CS0E53563BA	FZD2_LRP6_WNT9A	complex:FZD2_LRP6	simple:O14904		ENSG00000143816	True	False	False	curated	False	1.312																
696	CPI-CS0969BC04B	FZD2_LRP5_WNT9A	complex:FZD2_LRP5	simple:O14904		ENSG00000143816	True	False	False	curated	False	1.312																
697	CPI-CS0C85FC57D	FZD1_LRP6_WNT9A	complex:FZD1_LRP6	simple:O14904		ENSG00000143816	True	False	False	curated	False	1.312																
698	CPI-CS001CB9814	FZD1_LRP5_WNT9A	complex:FZD1_LRP5	simple:O14904		ENSG00000143816	True	False	False	curated	False	1.312																
699	CPI-CS010FE7150	FZD10_LRP6_WNT9A	complex:FZD10_LRP6	simple:O14904		ENSG00000143816	True	False	False	curated	False	1.312																
700	CPI-CS05594052B	FZD3_LRP6_WNT9A	complex:FZD3_LRP6	simple:O14904		ENSG00000143816	True	False	False	curated	False	1.312																
701	CPI-CS06879CDAE	FZD8_LRP5_WNT9A	complex:FZD8_LRP5	simple:O14904		ENSG00000143816	True	False	False	curated	False	1.312																
702	CPI-CS0ACA88C98	FZD8_LRP6_WNT9A	complex:FZD8_LRP6	simple:O14904		ENSG00000143816	True	False	False	curated	False	1.312																
703	CPI-CS09D520908	FZD9_LRP5_WNT9A	complex:FZD9_LRP5	simple:O14904		ENSG00000143816	True	False	False	curated	False	1.312																
704	CPI-CS07A47FD47	FZD6_LRP6_WNT9B	complex:FZD6_LRP6	simple:O14905		ENSG00000158955	True	False	False	curated	False	1.312																
705	CPI-CS0C93912BC	FZD6_LRP5_WNT9B	complex:FZD6_LRP5	simple:O14905		ENSG00000158955	True	False	False	curated	False	1.312																
706	CPI-CS0FF5F9AAF	FZD5_LRP6_WNT9B	complex:FZD5_LRP6	simple:O14905		ENSG00000158955	True	False	False	curated	False	1.312																
707	CPI-CS0CD3AB1EE	FZD5_LRP5_WNT9B	complex:FZD5_LRP5	simple:O14905		ENSG00000158955	True	False	False	curated	False	1.312																
708	CPI-CS05EBA46D7	FZD4_LRP6_WNT9B	complex:FZD4_LRP6	simple:O14905		ENSG00000158955	True	False	False	curated	False	1.312																
709	CPI-CS00EE75FE1	FZD4_LRP5_WNT9B	complex:FZD4_LRP5	simple:O14905		ENSG00000158955	True	False	False	curated	False	1.312																
710	CPI-CS081ABF0EB	FZD3_LRP6_WNT9B	complex:FZD3_LRP6	simple:O14905		ENSG00000158955	True	False	False	curated	False	1.312																
711	CPI-CS0A7409D74	FZD3_LRP5_WNT9B	complex:FZD3_LRP5	simple:O14905		ENSG00000158955	True	False	False	curated	False	1.312																
712	CPI-CS0E9D2EC7B	FZD2_LRP6_WNT9B	complex:FZD2_LRP6	simple:O14905		ENSG00000158955	True	False	False	curated	False	1.312																
713	CPI-CS0483ECD06	FZD2_LRP5_WNT9B	complex:FZD2_LRP5	simple:O14905		ENSG00000158955	True	False	False	curated	False	1.312																
714	CPI-CS0C050DC99	FZD1_LRP6_WNT9B	complex:FZD1_LRP6	simple:O14905		ENSG00000158955	True	False	False	curated	False	1.312																
715	CPI-CS093B9AF93	FZD1_LRP5_WNT9B	complex:FZD1_LRP5	simple:O14905		ENSG00000158955	True	False	False	curated	False	1.312																
716	CPI-CS0EB060BA3	FZD10_LRP6_WNT9B	complex:FZD10_LRP6	simple:O14905		ENSG00000158955	True	False	False	curated	False	1.312																
717	CPI-CS00E8E68AA	FZD10_LRP5_WNT9B	complex:FZD10_LRP5	simple:O14905		ENSG00000158955	True	False	False	curated	False	1.312																
718	CPI-CS0CCD3D0A1	FZD9_LRP6_WNT9A	complex:FZD9_LRP6	simple:O14904		ENSG00000143816	True	False	False	curated	False	1.312																
719	CPI-CS096FD79C8	FZD4_LRP6_WNT7B	complex:FZD4_LRP6	simple:P56706		ENSG00000188064	True	False	False	curated	False	1.312																
720	CPI-CS0722E870D	FZD5_LRP5_WNT7B	complex:FZD5_LRP5	simple:P56706		ENSG00000188064	True	False	False	curated	False	1.312																
721	CPI-CS0854644B2	FZD5_LRP6_WNT7B	complex:FZD5_LRP6	simple:P56706		ENSG00000188064	True	False	False	curated	False	1.312																
722	CPI-CS0F96B32B8	FZD6_LRP5_WNT7B	complex:FZD6_LRP5	simple:P56706		ENSG00000188064	True	False	False	curated	False	1.312																
723	CPI-CS0A54AB810	FZD9_LRP6_WNT6	complex:FZD9_LRP6	simple:Q9Y6F9		ENSG00000115596	True	False	False	curated	False	1.312																
724	CPI-CS072025B4D	FZD9_LRP5_WNT6	complex:FZD9_LRP5	simple:Q9Y6F9		ENSG00000115596	True	False	False	curated	False	1.312																
725	CPI-CS0D956B26D	FZD8_LRP6_WNT6	complex:FZD8_LRP6	simple:Q9Y6F9		ENSG00000115596	True	False	False	curated	False	1.312																
726	CPI-CS084A7C9BE	FZD8_LRP5_WNT6	complex:FZD8_LRP5	simple:Q9Y6F9		ENSG00000115596	True	False	False	curated	False	1.312																
727	CPI-CS037DFC929	FZD7_LRP6_WNT6	complex:FZD7_LRP6	simple:Q9Y6F9		ENSG00000115596	True	False	False	curated	False	1.312																
728	CPI-CS069C5C656	FZD7_LRP5_WNT6	complex:FZD7_LRP5	simple:Q9Y6F9		ENSG00000115596	True	False	False	curated	False	1.312																
729	CPI-SS0B665DAF7	SFRP5_WNT6	simple:Q5T4F7	simple:Q9Y6F9	ENSG00000120057	ENSG00000115596	True	False	False	curated	False	1.312																
730	CPI-CS035AE34D1	FZD6_LRP6_WNT6	complex:FZD6_LRP6	simple:Q9Y6F9		ENSG00000115596	True	False	False	curated	False	1.312																
731	CPI-CS01E2B7EF5	FZD5_LRP6_WNT6	complex:FZD5_LRP6	simple:Q9Y6F9		ENSG00000115596	True	False	False	curated	False	1.312																
732	CPI-CS00AE5010A	FZD5_LRP5_WNT6	complex:FZD5_LRP5	simple:Q9Y6F9		ENSG00000115596	True	False	False	curated	False	1.312																
733	CPI-CS0EBC9A333	FZD4_LRP6_WNT6	complex:FZD4_LRP6	simple:Q9Y6F9		ENSG00000115596	True	False	False	curated	False	1.312																
734	CPI-CS02127BCCA	FZD4_LRP5_WNT6	complex:FZD4_LRP5	simple:Q9Y6F9		ENSG00000115596	True	False	False	curated	False	1.312																
735	CPI-CS0035C50D6	FZD3_LRP6_WNT6	complex:FZD3_LRP6	simple:Q9Y6F9		ENSG00000115596	True	False	False	curated	False	1.312																
736	CPI-CS056A2EEC7	FZD3_LRP5_WNT6	complex:FZD3_LRP5	simple:Q9Y6F9		ENSG00000115596	True	False	False	curated	False	1.312																
737	CPI-CS01377664E	FZD6_LRP5_WNT6	complex:FZD6_LRP5	simple:Q9Y6F9		ENSG00000115596	True	False	False	curated	False	1.312																
738	CPI-SS08FE5E88E	SFRP4_WNT6	simple:Q6FHJ7	simple:Q9Y6F9	ENSG00000106483	ENSG00000115596	True	False	False	curated	False	1.312																
739	CPI-SS0CE496333	SFRP1_WNT6	simple:Q8N474	simple:Q9Y6F9	ENSG00000104332	ENSG00000115596	True	False	False	curated	False	1.312																
740	CPI-SS0EECFED83	FRZB_WNT6	simple:Q92765	simple:Q9Y6F9	ENSG00000162998	ENSG00000115596	True	False	False	curated	False	1.312																
741	CPI-SS072B19293	HLA-DPA1_GAL	simple:HLADPA1	simple:P22466	ENSG00000231389	ENSG00000069482	True	True	False	InnateDB-All	False	1.312																
742	CPI-SS0F102AAC5	LGR5_RSPO1	simple:O75473	simple:Q2MKA7	ENSG00000139292	ENSG00000169218	True	True	False	curated	False	1.312																
743	CPI-CS087CB7080	Kremen1_LRP6_RSPO1	complex:Kremen1_LRP6	simple:Q2MKA7		ENSG00000169218	True	False	False	curated	False	1.312																
744	CPI-CS0DA23193F	FZD8_LRP6_RSPO1	complex:FZD8_LRP6	simple:Q2MKA7		ENSG00000169218	True	False	False	curated	False	1.312																
745	CPI-CS0EFD8682E	FZD4_LRP5_NDP	complex:FZD4_LRP5	simple:Q00604		ENSG00000124479	True	False	False	curated	False	1.312																
746	CPI-SS0C96733CF	FRZB_WNT10A	simple:Q92765	simple:Q9GZT5	ENSG00000162998	ENSG00000135925	True	False	False	curated	False	1.312																
747	CPI-CS014F1F730	FZD8_LRP6_WNT10A	complex:FZD8_LRP6	simple:Q9GZT5		ENSG00000135925	True	False	False	curated	False	1.312																
748	CPI-CS00A19B676	FZD8_LRP5_WNT10A	complex:FZD8_LRP5	simple:Q9GZT5		ENSG00000135925	True	False	False	curated	False	1.312																
749	CPI-CS0754A8484	FZD7_LRP6_WNT10A	complex:FZD7_LRP6	simple:Q9GZT5		ENSG00000135925	True	False	False	curated	False	1.312																
750	CPI-CS0B03558D5	FZD7_LRP5_WNT10A	complex:FZD7_LRP5	simple:Q9GZT5		ENSG00000135925	True	False	False	curated	False	1.312																
751	CPI-CS0CCD8150B	FZD5_LRP6_WNT10A	complex:FZD5_LRP6	simple:Q9GZT5		ENSG00000135925	True	False	False	curated	False	1.312																
752	CPI-CS08BD41C01	FZD5_LRP5_WNT10A	complex:FZD5_LRP5	simple:Q9GZT5		ENSG00000135925	True	False	False	curated	False	1.312																
753	CPI-CS0009D06D0	FZD1_LRP6_WNT10A	complex:FZD1_LRP6	simple:Q9GZT5		ENSG00000135925	True	False	False	curated	False	1.312																
754	CPI-CS0711601F5	FZD1_LRP5_WNT10A	complex:FZD1_LRP5	simple:Q9GZT5		ENSG00000135925	True	False	False	curated	False	1.312																
755	CPI-SS0D097B78D	SFRP2_WNT6	simple:Q96HF1	simple:Q9Y6F9	ENSG00000145423	ENSG00000115596	True	False	False	curated	False	1.312																
756	CPI-CS06AA33194	FZD2_LRP6_WNT6	complex:FZD2_LRP6	simple:Q9Y6F9		ENSG00000115596	True	False	False	curated	False	1.312																
757	CPI-CS08CEA5F29	FZD10_LRP5_WNT9A	complex:FZD10_LRP5	simple:O14904		ENSG00000143816	True	False	False	curated	False	1.312																
758	CPI-CS08BFBF46D	FZD2_LRP5_WNT6	complex:FZD2_LRP5	simple:Q9Y6F9		ENSG00000115596	True	False	False	curated	False	1.312																
759	CPI-CS0E97FB627	FZD1_LRP5_WNT6	complex:FZD1_LRP5	simple:Q9Y6F9		ENSG00000115596	True	False	False	curated	False	1.312																
760	CPI-CS0B52EC069	FZD3_LRP5_WNT2B	complex:FZD3_LRP5	simple:Q93097		ENSG00000134245	True	False	False	curated	False	1.312																
761	CPI-CS0F53060BB	FZD2_LRP6_WNT2B	complex:FZD2_LRP6	simple:Q93097		ENSG00000134245	True	False	False	curated	False	1.312																
762	CPI-CS0E68F5752	FZD2_LRP5_WNT2B	complex:FZD2_LRP5	simple:Q93097		ENSG00000134245	True	False	False	curated	False	1.312																
763	CPI-CS0CF3656D2	FZD1_LRP6_WNT2B	complex:FZD1_LRP6	simple:Q93097		ENSG00000134245	True	False	False	curated	False	1.312																
764	CPI-CS07135653F	FZD1_LRP5_WNT2B	complex:FZD1_LRP5	simple:Q93097		ENSG00000134245	True	False	False	curated	False	1.312																
765	CPI-CS0F9D292EC	FZD10_LRP6_WNT2B	complex:FZD10_LRP6	simple:Q93097		ENSG00000134245	True	False	False	curated	False	1.312																
766	CPI-CS096856900	FZD3_LRP6_WNT2B	complex:FZD3_LRP6	simple:Q93097		ENSG00000134245	True	False	False	curated	False	1.312																
767	CPI-CS07C041B69	FZD10_LRP5_WNT2B	complex:FZD10_LRP5	simple:Q93097		ENSG00000134245	True	False	False	curated	False	1.312																
768	CPI-CS01A382EA4	FZD9_LRP5_WNT7B	complex:FZD9_LRP5	simple:P56706		ENSG00000188064	True	False	False	curated	False	1.312																
769	CPI-CS044E2BF6D	FZD8_LRP6_WNT7B	complex:FZD8_LRP6	simple:P56706		ENSG00000188064	True	False	False	curated	False	1.312																
770	CPI-CS02C36592B	FZD8_LRP5_WNT7B	complex:FZD8_LRP5	simple:P56706		ENSG00000188064	True	False	False	curated	False	1.312																
771	CPI-CS0542286CC	FZD7_LRP6_WNT7B	complex:FZD7_LRP6	simple:P56706		ENSG00000188064	True	False	False	curated	False	1.312																
772	CPI-CS011A5A5AB	FZD7_LRP5_WNT7B	complex:FZD7_LRP5	simple:P56706		ENSG00000188064	True	False	False	curated	False	1.312																
773	CPI-CS01C37C086	FZD6_LRP6_WNT7B	complex:FZD6_LRP6	simple:P56706		ENSG00000188064	True	False	False	curated	False	1.312																
774	CPI-CS05DE238C6	FZD9_LRP6_WNT7B	complex:FZD9_LRP6	simple:P56706		ENSG00000188064	True	False	False	curated	False	1.312																
775	CPI-CS03BC3B437	FZD4_LRP5_WNT2B	complex:FZD4_LRP5	simple:Q93097		ENSG00000134245	True	False	False	curated	False	1.312																
776	CPI-CS0AF64B48C	FZD4_LRP6_WNT2B	complex:FZD4_LRP6	simple:Q93097		ENSG00000134245	True	False	False	curated	False	1.312																
777	CPI-CS07AD29D6C	FZD5_LRP5_WNT2B	complex:FZD5_LRP5	simple:Q93097		ENSG00000134245	True	False	False	curated	False	1.312																
778	CPI-CS099B83C18	FZD10_LRP6_WNT6	complex:FZD10_LRP6	simple:Q9Y6F9		ENSG00000115596	True	False	False	curated	False	1.312																
779	CPI-CS07C91771E	FZD10_LRP5_WNT6	complex:FZD10_LRP5	simple:Q9Y6F9		ENSG00000115596	True	False	False	curated	False	1.312																
780	CPI-SS04ABF9207	FRZB_WNT2B	simple:Q92765	simple:Q93097	ENSG00000162998	ENSG00000134245	True	False	False	curated	False	1.312																
781	CPI-SS086608DC8	SFRP1_WNT2B	simple:Q8N474	simple:Q93097	ENSG00000104332	ENSG00000134245	True	False	False	curated	False	1.312																
782	CPI-SS026F29267	SFRP4_WNT2B	simple:Q6FHJ7	simple:Q93097	ENSG00000106483	ENSG00000134245	True	False	False	curated	False	1.312																
783	CPI-SS018DF4043	SFRP5_WNT2B	simple:Q5T4F7	simple:Q93097	ENSG00000120057	ENSG00000134245	True	False	False	curated	False	1.312																
784	CPI-CS0F9D91F7C	FZD9_LRP6_WNT2B	complex:FZD9_LRP6	simple:Q93097		ENSG00000134245	True	False	False	curated	False	1.312																
785	CPI-CS0B512D5C5	FZD9_LRP5_WNT2B	complex:FZD9_LRP5	simple:Q93097		ENSG00000134245	True	False	False	curated	False	1.312																
