	id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	rank	D1|D1	D1|D2	D2|D1	D2|D2
339	CPI-CC03F4523A8	RAreceptor_RXRA_atRetinoicAcid_byALDH1A3	complex:RAreceptor_RXRA	complex:atRetinoicAcid_byALDH1A3			True	True	False	curated	False	1.5				
340	CPI-CC0D18F107A	RAreceptor_RXRB_atRetinoicAcid_byALDH1A3	complex:RAreceptor_RXRB	complex:atRetinoicAcid_byALDH1A3			True	True	False	curated	False	1.5				
341	CPI-SS05A8552D7	EDA_EDAR	simple:Q92838	simple:Q9UNE0	ENSG00000158813	ENSG00000135960	True	False	True	guidetopharmacology.org	False	1.5				
342	CPI-CS0123BC66C	PlexinA1_complex2_SEMA6D	complex:PlexinA1_complex2	simple:Q8NFY4		ENSG00000137872	False	True	False	curated	False	1.5				
343	CPI-SC0D782CD93	THRA_Triiodothyronine_byDIO3	simple:P10827	complex:Triiodothyronine_byDIO3	ENSG00000126351		True	True	False	curated	False	1.5				
344	CPI-CS0BF157CD2	PTCH_GAS1_transmembrane_receptor_IHH	complex:PTCH_GAS1_transmembrane_receptor	simple:Q14623		ENSG00000163501	True	True	False	curated	False	1.5				
345	CPI-CS057F72411	PTCH_BOC_transmembrane_receptor_IHH	complex:PTCH_BOC_transmembrane_receptor	simple:Q14623		ENSG00000163501	True	True	False	curated	False	1.5				
346	CPI-SS01560CA22	CD99_PILRA	simple:P14209	simple:Q9UKJ1	ENSG00000002586	ENSG00000085514	True	False	True	curated	False	1.5				
347	CPI-SS03CC15FF3	PDGFRA_PDGFC	simple:P16234	simple:Q9NRA1	ENSG00000134853	ENSG00000145431	True	True	False	curated	False	1.5				
348	CPI-SS03A3EE72E	FLT4_PDGFC	simple:P35916	simple:Q9NRA1	ENSG00000037280	ENSG00000145431	True	True	False	guidetopharmacology.org	False	1.5				
349	CPI-SS0F972435E	FLT4_VEGFC	simple:P35916	simple:P49767	ENSG00000037280	ENSG00000150630	True	True	False	curated	False	1.5				
350	CPI-SS006EED1C5	CD36_THBS2	simple:P16671	simple:P35442	ENSG00000135218	ENSG00000186340	False	True	False	curated	False	1.5				
351	CPI-SS0EE09A201	CDH2_CDH2	simple:P19022	simple:P19022	ENSG00000170558	ENSG00000170558	False	False	False	curated	False	1.5				
352	CPI-SS056AA08CF	EDN2_EDNRA	simple:P20800	simple:P25101	ENSG00000127129	ENSG00000151617	True	False	True	guidetopharmacology.org	False	1.5				
353	CPI-SS0DA0F5556	CDH3_CDH3	simple:P22223	simple:P22223	ENSG00000062038	ENSG00000062038	False	False	False	curated	False	1.5				
354	CPI-SS04456F441	TNFSF4_TNFRSF4	simple:P23510	simple:P43489	ENSG00000117586	ENSG00000186827	False	False	True	curated	False	1.5				
355	CPI-SS087BD262F	CXCR2_CXCL5	simple:P25025	simple:P42830	ENSG00000180871	ENSG00000163735	True	True	False	curated	False	1.5				
356	CPI-SS0C7915758	CXCR2_CXCL6	simple:P25025	simple:P80162	ENSG00000180871	ENSG00000124875	True	True	False	curated	False	1.5				
357	CPI-SS03EACE0E0	MST1_MST1R	simple:P26927	simple:Q04912	ENSG00000173531	ENSG00000164078	True	False	True	curated	False	1.5				
358	CPI-SS08991B378	CD6_ALCAM	simple:P30203	simple:Q13740	ENSG00000013725	ENSG00000170017	True	False	False	curated	False	1.5				
359	CPI-SS03A4F7DC8	AXL_GAS6	simple:P30530	simple:Q14393	ENSG00000167601	ENSG00000183087	True	True	False	curated	False	1.5				
360	CPI-SS085195142	TYRO3_GAS6	simple:Q06418	simple:Q14393	ENSG00000092445	ENSG00000183087	True	True	False	curated	False	1.5				
361	CPI-SS00C24ED50	CDH5_CDH5	simple:P33151	simple:P33151	ENSG00000179776	ENSG00000179776	False	False	False	curated	False	1.5				
362	CPI-SS0D8148841	APLNR_APLN	simple:P35414	simple:Q9ULZ1	ENSG00000134817	ENSG00000171388	True	True	False	curated	False	1.5				
363	CPI-SS02DA892C8	BSG_PPIA	simple:P35613	simple:P62937	ENSG00000172270	ENSG00000196262	True	False	False	curated	False	1.5				
364	CPI-SS06CBC985C	LTBR_LTB	simple:P36941	simple:Q06643	ENSG00000111321	ENSG00000227507	False	True	False	curated	False	1.5				
365	CPI-SS0EF1A7415	CCR4_CCL17	simple:P51679	simple:Q92583	ENSG00000183813	ENSG00000102970	True	True	False	curated	False	1.5				
366	CPI-SS0C53F7672	CDH6_CDH6	simple:P55285	simple:P55285	ENSG00000113361	ENSG00000113361	False	False	False	curated	False	1.5				
367	CPI-SS06DF3325D	RELN_VLDLR	simple:P78509	simple:P98155	ENSG00000189056	ENSG00000147852	True	False	True	curated	False	1.5				
368	CPI-SS0AD2A36FE	RELN_LRP8	simple:P78509	simple:Q14114	ENSG00000189056	ENSG00000157193	True	False	True	curated	False	1.5				
369	CPI-SS0D5A3EC0A	LCN2_SLC22A17	simple:P80188	simple:Q8WUG5	ENSG00000148346	ENSG00000092096	True	False	True	curated	False	1.5				
370	CPI-CS07CECBD31	PTCH_BOC_transmembrane_receptor_SHH	complex:PTCH_BOC_transmembrane_receptor	simple:Q15465		ENSG00000164690	True	True	False	curated	False	1.5				
371	CPI-CS0F34B5B7B	PTCH_CDON_transmembrane_receptor_SHH	complex:PTCH_CDON_transmembrane_receptor	simple:Q15465		ENSG00000164690	True	True	False	curated	False	1.5				
372	CPI-CS03FEC2D68	PTCH_GAS1_transmembrane_receptor_SHH	complex:PTCH_GAS1_transmembrane_receptor	simple:Q15465		ENSG00000164690	True	True	False	curated	False	1.5				
373	CPI-CS09B610A66	PTCH_CDON_transmembrane_receptor_IHH	complex:PTCH_CDON_transmembrane_receptor	simple:Q14623		ENSG00000163501	True	True	False	curated	False	1.5				
374	CPI-SS082900482	GPR37L1_PSAP	simple:O60883	simple:P07602	ENSG00000170075	ENSG00000197746	True	True	False	curated	False	1.5				
375	CPI-SS09A3FA737	NAMPT_P2RY6	simple:P43490	simple:Q15077	ENSG00000105835	ENSG00000171631	True	False	True	IMEx,IntAct	False	1.5				
376	CPI-SS065F7DA2A	COPA_P2RY6	simple:P53621	simple:Q15077	ENSG00000122218	ENSG00000171631	True	False	True	IMEx,IntAct	False	1.5				
377	CPI-SS007954822	WNT5A_FRZB	simple:P41221	simple:Q92765	ENSG00000114251	ENSG00000162998	True	False	False	curated	False	1.5				
378	CPI-SS0123EE122	WNT7A_FRZB	simple:O00755	simple:Q92765	ENSG00000154764	ENSG00000162998	True	False	False	curated	False	1.5				
379	CPI-SS0EBBBD522	WNT9A_FRZB	simple:O14904	simple:Q92765	ENSG00000143816	ENSG00000162998	True	False	False	curated	False	1.5				
380	CPI-SS02704D1B8	WNT2_FRZB	simple:P09544	simple:Q92765	ENSG00000105989	ENSG00000162998	True	False	False	curated	False	1.5				
381	CPI-SS0EE63435D	WNT4_FRZB	simple:P56705	simple:Q92765	ENSG00000162552	ENSG00000162998	True	False	False	curated	False	1.5				
382	CPI-SS03BC3A729	WNT7B_FRZB	simple:P56706	simple:Q92765	ENSG00000188064	ENSG00000162998	True	False	False	curated	False	1.5				
383	CPI-SS03F33B34C	WNT5A_SFRP2	simple:P41221	simple:Q96HF1	ENSG00000114251	ENSG00000145423	True	False	False	curated	False	1.5				
384	CPI-SS0F41AC8EC	WNT7A_SFRP2	simple:O00755	simple:Q96HF1	ENSG00000154764	ENSG00000145423	True	False	False	curated	False	1.5				
385	CPI-SS00877D499	WNT9A_SFRP2	simple:O14904	simple:Q96HF1	ENSG00000143816	ENSG00000145423	True	False	False	curated	False	1.5				
386	CPI-SS0C95AC883	WNT2_SFRP2	simple:P09544	simple:Q96HF1	ENSG00000105989	ENSG00000145423	True	False	False	curated	False	1.5				
387	CPI-SS0661CE946	WNT4_SFRP2	simple:P56705	simple:Q96HF1	ENSG00000162552	ENSG00000145423	True	False	False	curated	False	1.5				
388	CPI-SS08643DD8A	WNT2B_SFRP2	simple:Q93097	simple:Q96HF1	ENSG00000134245	ENSG00000145423	True	False	False	curated	False	1.5				
389	CPI-SS0C56C483F	WNT5A_ANTXR1	simple:P41221	simple:Q9H6X2	ENSG00000114251	ENSG00000169604	True	False	True	InnateDB-All	False	1.5				
390	CPI-SS0331C5A49	GDF11_ANTXR1	simple:O95390	simple:Q9H6X2	ENSG00000135414	ENSG00000169604	True	False	True	InnateDB-All	False	1.5				
391	CPI-SS073F3FAD5	WNT5A_ROR1	simple:P41221	simple:Q01973	ENSG00000114251	ENSG00000185483	True	False	True	curated	False	1.5				
392	CPI-SS0E7CBFD03	WNT5A_ROR2	simple:P41221	simple:Q01974	ENSG00000114251	ENSG00000169071	True	False	True	curated	False	1.5				
393	CPI-SS0A81A3626	WNT7A_LDLR	simple:O00755	simple:P01130	ENSG00000154764	ENSG00000130164	True	False	True	InnateDB-All	False	1.5				
394	CPI-SS0A69F13A3	WNT4_SMO	simple:P56705	simple:Q99835	ENSG00000162552	ENSG00000128602	True	False	True	I2D	False	1.5				
395	CPI-SS016B7C7D6	BMP2_SMO	simple:P12643	simple:Q99835	ENSG00000125845	ENSG00000128602	True	False	True	I2D	False	1.5				
396	CPI-SS075189979	AGRN_NCAM1	simple:O00468	simple:P13591	ENSG00000188157	ENSG00000149294	True	False	True	curated	False	1.5				
397	CPI-SS039799099	FGFR1_NCAM1	simple:P11362	simple:P13591	ENSG00000077782	ENSG00000149294	True	True	True	curated	False	1.5				
398	CPI-SS0423580E5	DLL1_NOTCH2	simple:O00548	simple:Q04721	ENSG00000198719	ENSG00000134250	False	False	True	curated	False	1.5				
399	CPI-SS060B82BBC	JAG1_NOTCH2	simple:P78504	simple:Q04721	ENSG00000101384	ENSG00000134250	False	False	True	curated	False	1.5				
400	CPI-SS0FB5FE587	DLL1_NOTCH4	simple:O00548	simple:Q99466	ENSG00000198719	ENSG00000204301	False	False	True	curated	False	1.5				
401	CPI-SS0837E9F59	JAG1_NOTCH4	simple:P78504	simple:Q99466	ENSG00000101384	ENSG00000204301	False	False	True	curated	False	1.5				
402	CPI-SS047232C64	DLL1_NOTCH3	simple:O00548	simple:Q9UM47	ENSG00000198719	ENSG00000074181	False	False	True	curated	False	1.5				
403	CPI-SS0B99F22A2	JAG1_NOTCH3	simple:P78504	simple:Q9UM47	ENSG00000101384	ENSG00000074181	False	False	True	curated	False	1.5				
404	CPI-SS050373228	WNT7B_SFRP4	simple:P56706	simple:Q6FHJ7	ENSG00000188064	ENSG00000106483	True	False	False	curated	False	1.5				
405	CPI-SS0938C6980	DLL4_NOTCH3	simple:Q9NR61	simple:Q9UM47	ENSG00000128917	ENSG00000074181	False	False	True	curated	False	1.5				
406	CPI-SS0514C14A6	WNT4_SFRP4	simple:P56705	simple:Q6FHJ7	ENSG00000162552	ENSG00000106483	True	False	False	curated	False	1.5				
407	CPI-SS042439610	WNT9A_SFRP4	simple:O14904	simple:Q6FHJ7	ENSG00000143816	ENSG00000106483	True	False	False	curated	False	1.5				
408	CPI-SS03F821467	CD96_NECTIN1	simple:P40200	simple:Q15223	ENSG00000153283	ENSG00000110400	True	True	True	curated	False	1.5				
409	CPI-SS0CC898553	FGFR2_PTPRR	simple:P21802	simple:Q15256	ENSG00000066468	ENSG00000153233	True	True	True	InnateDB-All	False	1.5				
410	CPI-SS0EE9E214A	FGFR2_FGF22	simple:P21802	simple:Q9HCT0	ENSG00000066468	ENSG00000070388	True	True	False	curated	False	1.5				
411	CPI-SS098F416C1	FGFR2_XPR1	simple:P21802	simple:Q9UBH6	ENSG00000066468	ENSG00000143324	True	True	True	InnateDB-All	False	1.5				
412	CPI-SS0B34CBA4B	EFNA2_EPHA1	simple:O43921	simple:P21709	ENSG00000099617	ENSG00000146904	False	False	True	curated	False	1.5				
413	CPI-SS0FF49C823	EFNA1_EPHA1	simple:P20827	simple:P21709	ENSG00000169242	ENSG00000146904	True	False	True	curated	False	1.5				
414	CPI-SS08A54963F	EFNA2_EPHA2	simple:O43921	simple:P29317	ENSG00000099617	ENSG00000142627	False	False	True	curated	False	1.5				
415	CPI-SS046F6F0C1	EFNA1_EPHA2	simple:P20827	simple:P29317	ENSG00000169242	ENSG00000142627	True	False	True	curated	False	1.5				
416	CPI-SS0C875BA24	EFNA2_EPHA3	simple:O43921	simple:P29320	ENSG00000099617	ENSG00000044524	True	False	True	curated	False	1.5				
417	CPI-SS09CA492BA	EFNA1_EPHA3	simple:P20827	simple:P29320	ENSG00000169242	ENSG00000044524	True	False	True	curated	False	1.5				
418	CPI-SS08D0F9109	EFNB2_EPHB4	simple:P52799	simple:P54760	ENSG00000125266	ENSG00000196411	False	True	True	curated	False	1.5				
419	CPI-SS082ABF1EA	EFNB2_EPHB3	simple:P52799	simple:P54753	ENSG00000125266	ENSG00000182580	False	True	True	curated	False	1.5				
420	CPI-SS0BFD8E056	EFNB2_EPHB1	simple:P52799	simple:P54762	ENSG00000125266	ENSG00000154928	False	True	True	curated	False	1.5				
421	CPI-SS0F739D3DB	ANXA1_FPR1	simple:P04083	simple:P21462	ENSG00000135046	ENSG00000171051	True	False	True	guidetopharmacology.org	False	1.5				
422	CPI-SC0E89A4EF0	APP_TREM2_receptor	simple:P05067	complex:TREM2_receptor	ENSG00000142192		False	False	True	curated	False	1.5				
423	CPI-SC06C75F978	APOE_TREM2_receptor	simple:P02649	complex:TREM2_receptor	ENSG00000130203		True	False	True	curated	False	1.5				
424	CPI-SC046AFCFE9	CLU_TREM2_receptor	simple:P10909	complex:TREM2_receptor	ENSG00000120885		True	False	True	curated	False	1.5				
425	CPI-SS027E12A36	MDK_PTPRZ1	simple:P21741	simple:P23471	ENSG00000110492	ENSG00000106278	True	False	False	curated	False	1.5				
426	CPI-SS04E690D72	PTN_PTPRZ1	simple:P21246	simple:P23471	ENSG00000105894	ENSG00000106278	True	False	False	curated	False	1.5				
427	CPI-SS0734D2DA8	WNT5A_SFRP5	simple:P41221	simple:Q5T4F7	ENSG00000114251	ENSG00000120057	True	False	False	curated	False	1.5				
428	CPI-SS0BF15C2D4	WNT7A_SFRP5	simple:O00755	simple:Q5T4F7	ENSG00000154764	ENSG00000120057	True	False	False	curated	False	1.5				
429	CPI-SS0F103D7A7	WNT9A_SFRP5	simple:O14904	simple:Q5T4F7	ENSG00000143816	ENSG00000120057	True	False	False	curated	False	1.5				
430	CPI-SS001BD48FB	WNT2_SFRP5	simple:P09544	simple:Q5T4F7	ENSG00000105989	ENSG00000120057	True	False	False	curated	False	1.5				
431	CPI-SS0D5AAA463	WNT4_SFRP5	simple:P56705	simple:Q5T4F7	ENSG00000162552	ENSG00000120057	True	False	False	curated	False	1.5				
432	CPI-SS0E161B905	WNT7B_SFRP5	simple:P56706	simple:Q5T4F7	ENSG00000188064	ENSG00000120057	True	False	False	curated	False	1.5				
433	CPI-SS0A21B9682	WNT5A_SFRP4	simple:P41221	simple:Q6FHJ7	ENSG00000114251	ENSG00000106483	True	False	False	curated	False	1.5				
434	CPI-SS001D0E553	WNT7A_SFRP4	simple:O00755	simple:Q6FHJ7	ENSG00000154764	ENSG00000106483	True	False	False	curated	False	1.5				
435	CPI-SS05E7290A6	WNT2_SFRP4	simple:P09544	simple:Q6FHJ7	ENSG00000105989	ENSG00000106483	True	False	False	curated	False	1.5				
436	CPI-SS0BFB29A42	PLXNB2_PTN	simple:O15031	simple:P21246	ENSG00000196576	ENSG00000105894	True	True	False	I2D,IMEx,InnateDB-All,IntAct	False	1.5				
437	CPI-SS08FAC0A55	PLXNB2_SEMA4D	simple:O15031	simple:Q92854	ENSG00000196576	ENSG00000187764	False	True	True	curated	False	1.5				
438	CPI-SS0CCCF7C69	PLXNB1_SEMA4D	simple:O43157	simple:Q92854	ENSG00000164050	ENSG00000187764	True	True	True	curated	False	1.5				
439	CPI-SS044C72D0D	SEMA4A_PLXND1	simple:Q9H3S1	simple:Q9Y4D7	ENSG00000196189	ENSG00000004399	False	False	True	curated	False	1.5				
440	CPI-SS090FC28E1	EPHB6_EFNB2	simple:O15197	simple:P52799	ENSG00000106123	ENSG00000125266	True	True	True	curated	False	1.5				
441	CPI-SS0B9E8C0DE	EPHB2_EFNB2	simple:P29323	simple:P52799	ENSG00000133216	ENSG00000125266	False	True	True	curated	False	1.5				
442	CPI-SS0DC4D593E	EPHB6_EFNB1	simple:O15197	simple:P98172	ENSG00000106123	ENSG00000090776	True	True	False	curated	False	1.5				
443	CPI-SS0111AAD26	EPHB2_EFNB1	simple:P29323	simple:P98172	ENSG00000133216	ENSG00000090776	False	True	False	curated	False	1.5				
444	CPI-SS0FF55B42C	EPHB3_EFNB1	simple:P54753	simple:P98172	ENSG00000182580	ENSG00000090776	False	True	False	curated	False	1.5				
445	CPI-SS0F21D6CA0	EPHB4_EFNB1	simple:P54760	simple:P98172	ENSG00000196411	ENSG00000090776	False	True	False	curated	False	1.5				
446	CPI-SS0470AF83E	EPHB1_EFNB1	simple:P54762	simple:P98172	ENSG00000154928	ENSG00000090776	False	True	False	curated	False	1.5				
447	CPI-SS00046DCF3	EPHA4_EFNB1	simple:P54764	simple:P98172	ENSG00000116106	ENSG00000090776	False	True	False	curated	False	1.5				
448	CPI-SS08718E4FB	EPHB6_EFNB3	simple:O15197	simple:Q15768	ENSG00000106123	ENSG00000108947	True	True	True	curated	False	1.5				
449	CPI-SS0DA366C78	EPHB2_EFNB3	simple:P29323	simple:Q15768	ENSG00000133216	ENSG00000108947	False	True	True	curated	False	1.5				
450	CPI-SS0A5B945E3	EPHB3_EFNB3	simple:P54753	simple:Q15768	ENSG00000182580	ENSG00000108947	False	True	True	curated	False	1.5				
451	CPI-SS0865716E5	EPHB4_EFNB3	simple:P54760	simple:Q15768	ENSG00000196411	ENSG00000108947	False	True	True	curated	False	1.5				
452	CPI-SS0D41C7AF5	EPHB1_EFNB3	simple:P54762	simple:Q15768	ENSG00000154928	ENSG00000108947	False	True	True	curated	False	1.5				
453	CPI-SS07CA5A6F1	EPHA4_EFNB3	simple:P54764	simple:Q15768	ENSG00000116106	ENSG00000108947	False	True	True	curated	False	1.5				
454	CPI-SS0586F2596	EPHB2_EFNA5	simple:P29323	simple:P52803	ENSG00000133216	ENSG00000184349	False	True	False	curated	False	1.5				
455	CPI-SS03A2EFDD5	EPHA1_EFNA5	simple:P21709	simple:P52803	ENSG00000146904	ENSG00000184349	False	True	False	curated	False	1.5				
456	CPI-SS02AFCED82	EPHA2_EFNA5	simple:P29317	simple:P52803	ENSG00000142627	ENSG00000184349	False	True	False	curated	False	1.5				
457	CPI-SS0BEAB521F	EPHA3_EFNA5	simple:P29320	simple:P52803	ENSG00000044524	ENSG00000184349	True	True	False	curated	False	1.5				
458	CPI-SS01A8F745A	EPHA1_EFNA3	simple:P21709	simple:P52797	ENSG00000146904	ENSG00000143590	False	True	False	curated	False	1.5				
459	CPI-SS07BECB892	EPHA2_EFNA3	simple:P29317	simple:P52797	ENSG00000142627	ENSG00000143590	False	True	False	curated	False	1.5				
460	CPI-SS0AB0604B5	EPHA3_EFNA3	simple:P29320	simple:P52797	ENSG00000044524	ENSG00000143590	True	True	False	curated	False	1.5				
461	CPI-SS05E6D620E	EPHA1_EFNA4	simple:P21709	simple:P52798	ENSG00000146904	ENSG00000243364	True	True	False	curated	False	1.5				
462	CPI-SS09F973C1A	EPHA2_EFNA4	simple:P29317	simple:P52798	ENSG00000142627	ENSG00000243364	True	True	False	curated	False	1.5				
463	CPI-SS041888D39	EPHA3_EFNA4	simple:P29320	simple:P52798	ENSG00000044524	ENSG00000243364	True	True	False	curated	False	1.5				
464	CPI-SS00D3CD86E	TTR_DDR1	simple:P02766	simple:Q08345	ENSG00000118271	ENSG00000204580	True	False	True	I2D,IMEx,InnateDB-All,IntAct	False	1.5				
465	CPI-SS06006F870	TTR_AGER	simple:P02766	simple:Q15109	ENSG00000118271	ENSG00000204305	True	False	True	I2D,IMEx,InnateDB-All,MINT	False	1.5				
466	CPI-SS0F3A089DE	SEMA3E_PLXND1	simple:O15041	simple:Q9Y4D7	ENSG00000170381	ENSG00000004399	True	False	True	curated	False	1.5				
467	CPI-SS06A999D25	PLD2_ARF1	simple:O14939	simple:P84077	ENSG00000129219	ENSG00000143761	False	False	False	guidetopharmacology.org	False	1.5				
468	CPI-SS0ED2573CA	TNFSF11_TNFRSF11A	simple:O14788	simple:Q9Y6Q6	ENSG00000120659	ENSG00000141655	True	True	True	curated	False	1.5				
469	CPI-SS0EB5364D4	RSPO3_LGR6	simple:Q9BXY4	simple:Q9HBX8	ENSG00000146374	ENSG00000133067	True	False	True	curated	False	1.5				
470	CPI-SS06AA638A8	CD72_SEMA4D	simple:P21854	simple:Q92854	ENSG00000137101	ENSG00000187764	False	False	True	curated	False	1.5				
471	CPI-SS0C0A61F92	PLXNB2_SEMA4G	simple:O15031	simple:Q9NTN9	ENSG00000196576	ENSG00000095539	False	True	False	curated	False	1.5				
472	CPI-SS0859C173B	TNFSF14_LTBR	simple:O43557	simple:P36941	ENSG00000125735	ENSG00000111321	True	False	True	curated	False	1.5				
473	CPI-SS019C98396	TNFSF14_TNFRSF14	simple:O43557	simple:Q92956	ENSG00000125735	ENSG00000157873	True	False	True	curated	False	1.5				
474	CPI-SS0879B8E95	CD160_TNFRSF14	simple:O95971	simple:Q92956	ENSG00000117281	ENSG00000157873	False	True	True	curated	False	1.5				
475	CPI-SS02ACCF1F7	MIF_TNFRSF14	simple:P14174	simple:Q92956	ENSG00000240972	ENSG00000157873	True	False	True	I2D,IntAct	False	1.5				
476	CPI-SS095E52E66	TNFSF10_TNFRSF10D	simple:P50591	simple:Q9UBN6	ENSG00000121858	ENSG00000173530	True	False	True	curated	False	1.5				
477	CPI-SS059EEFDC6	MIF_TNFRSF10D	simple:P14174	simple:Q9UBN6	ENSG00000240972	ENSG00000173530	True	False	True	I2D,IntAct	False	1.5				
478	CPI-SC001669E22	GDF11_TGFR_AVR2A	simple:O95390	complex:TGFR_AVR2A	ENSG00000135414		True	False	True	curated	False	1.5				
479	CPI-SC017215F7F	GDF11_TGFR_AVR2B	simple:O95390	complex:TGFR_AVR2B	ENSG00000135414		True	False	True	curated	False	1.5				
480	CPI-SS073811AB3	TNFRSF11B_TNFSF11	simple:O00300	simple:O14788	ENSG00000164761	ENSG00000120659	True	False	True	curated	False	1.5				
481	CPI-SC063148F3A	ADM_RAMP3_complex	simple:P35318	complex:RAMP3_complex	ENSG00000148926		True	False	True	curated	False	1.5				
482	CPI-SC0C396EE2C	ADM2_RAMP3_complex	simple:Q7Z4H4	complex:RAMP3_complex	ENSG00000128165		True	False	True	curated	False	1.5				
483	CPI-SS02E314589	FGFR2_NECTIN1	simple:P21802	simple:Q15223	ENSG00000066468	ENSG00000110400	True	True	True	InnateDB-All	False	1.5				
484	CPI-SC01AD532CA	ADM2_RAMP2_complex	simple:Q7Z4H4	complex:RAMP2_complex	ENSG00000128165		True	False	True	curated	False	1.5				
485	CPI-SS0D97012FB	PENK_OPRM1	simple:P01210	simple:P35372	ENSG00000181195	ENSG00000112038	True	False	True	curated	False	1.5				
486	CPI-SS073232B30	POMC_OPRD1	simple:P01189	simple:P41143	ENSG00000115138	ENSG00000116329	True	False	True	curated	False	1.5				
487	CPI-SS0BD6EE954	PENK_OPRD1	simple:P01210	simple:P41143	ENSG00000181195	ENSG00000116329	True	False	True	curated	False	1.5				
488	CPI-SS00BD8FF72	POMC_MC1R	simple:P01189	simple:Q01726	ENSG00000115138	ENSG00000258839	True	False	True	curated	False	1.5				
489	CPI-SS019ABECEC	ASIP_MC1R	simple:P42127	simple:Q01726	ENSG00000101440	ENSG00000258839	True	False	True	curated	False	1.5				
490	CPI-SS09C4988F8	PROS1_TYRO3	simple:P07225	simple:Q06418	ENSG00000184500	ENSG00000092445	True	False	True	guidetopharmacology.org	False	1.5				
491	CPI-SS0C85BC9AF	PROS1_AXL	simple:P07225	simple:P30530	ENSG00000184500	ENSG00000167601	True	False	True	guidetopharmacology.org	False	1.5				
492	CPI-SS0A28DCA72	CXCL12_CXCR4	simple:P48061	simple:P61073	ENSG00000107562	ENSG00000121966	True	False	True	curated	False	1.5				
493	CPI-SS0669CC233	CXCL14_CXCR4	simple:O95715	simple:P61073	ENSG00000145824	ENSG00000121966	True	False	True	curated	False	1.5				
494	CPI-SS004C23DCE	EREG_EGFR	simple:O14944	simple:P00533	ENSG00000124882	ENSG00000146648	True	False	True	curated	False	1.5				
495	CPI-SS0708FE6FF	NRG1_LSR	simple:Q02297	simple:Q86X29	ENSG00000157168	ENSG00000105699	True	True	True	InnateDB-All	False	1.5				
496	CPI-SS0978D28AB	NRG1_MS4A4A	simple:Q02297	simple:Q96JQ5	ENSG00000157168	ENSG00000110079	True	True	True	IMEx,IntAct	False	1.5				
497	CPI-SS02572E1EF	NRG1_LGR4	simple:Q02297	simple:Q9BXB1	ENSG00000157168	ENSG00000205213	True	True	True	InnateDB-All	False	1.5				
498	CPI-SS0F1F74938	POMC_OPRM1	simple:P01189	simple:P35372	ENSG00000115138	ENSG00000112038	True	False	True	curated	False	1.5				
499	CPI-CS0BE59B43E	BMR1A_AVR2B_BMP2	complex:BMR1A_AVR2B	simple:P12643		ENSG00000125845	True	True	False	curated	False	1.5				
500	CPI-CS05EAF93CC	BMPR1A_BMPR2_BMP7	complex:BMPR1A_BMPR2	simple:P18075		ENSG00000101144	True	True	False	curated	False	1.5				
501	CPI-CS028ACED72	BMPR1B_BMPR2_BMP2	complex:BMPR1B_BMPR2	simple:P12643		ENSG00000125845	True	True	False	curated	False	1.5				
502	CPI-CS070C94FC9	FZD4_LRP5_WNT2	complex:FZD4_LRP5	simple:P09544		ENSG00000105989	True	False	False	curated	False	1.5				
503	CPI-CS0149222E6	FZD4_LRP6_WNT2	complex:FZD4_LRP6	simple:P09544		ENSG00000105989	True	False	False	curated	False	1.5				
504	CPI-CS05A78F361	FZD5_LRP5_WNT2	complex:FZD5_LRP5	simple:P09544		ENSG00000105989	True	False	False	curated	False	1.5				
505	CPI-CS092A988FB	FZD5_LRP6_WNT2	complex:FZD5_LRP6	simple:P09544		ENSG00000105989	True	False	False	curated	False	1.5				
506	CPI-CS01903DA09	FZD6_LRP5_WNT2	complex:FZD6_LRP5	simple:P09544		ENSG00000105989	True	False	False	curated	False	1.5				
507	CPI-CS0E9155EA2	FZD6_LRP6_WNT2	complex:FZD6_LRP6	simple:P09544		ENSG00000105989	True	False	False	curated	False	1.5				
508	CPI-CS0ADD1BA62	FZD7_LRP5_WNT2	complex:FZD7_LRP5	simple:P09544		ENSG00000105989	True	False	False	curated	False	1.5				
509	CPI-CS03C03A2E0	FZD7_LRP6_WNT2	complex:FZD7_LRP6	simple:P09544		ENSG00000105989	True	False	False	curated	False	1.5				
510	CPI-CS03DB6EA2A	FZD8_LRP5_WNT2	complex:FZD8_LRP5	simple:P09544		ENSG00000105989	True	False	False	curated	False	1.5				
511	CPI-CS0890C1FEE	FZD8_LRP6_WNT2	complex:FZD8_LRP6	simple:P09544		ENSG00000105989	True	False	False	curated	False	1.5				
512	CPI-CS06BD08CC7	FZD10_LRP5_WNT4	complex:FZD10_LRP5	simple:P56705		ENSG00000162552	True	False	False	curated	False	1.5				
513	CPI-CS096783D6D	FZD3_LRP6_WNT2	complex:FZD3_LRP6	simple:P09544		ENSG00000105989	True	False	False	curated	False	1.5				
514	CPI-CS01FAD232C	FZD10_LRP6_WNT4	complex:FZD10_LRP6	simple:P56705		ENSG00000162552	True	False	False	curated	False	1.5				
515	CPI-CS04F856260	FZD1_LRP6_WNT4	complex:FZD1_LRP6	simple:P56705		ENSG00000162552	True	False	False	curated	False	1.5				
516	CPI-CS0639A2C96	FZD2_LRP5_WNT4	complex:FZD2_LRP5	simple:P56705		ENSG00000162552	True	False	False	curated	False	1.5				
